"Investor Name , PAN Number , City , Investment Type , Investment Amount , Annual Return %"
"Faizan Ali , VLYBE4157N , Moradabad , Stocks , 470000 , 17.6"
"Mehul Parekh , MRZFU0871K , Bhavnagar , Mutual Fund , 360000 , 14.5"
"Rekha Saxena , OSHGB2787Y , Etawah , Bonds , 255000 , 7.8"
"Ankit Solanki , INCFO7502J , Dewas , Stocks , 540000 , 18.2"
"Snehal Patil , IFXCY5212W , Washim , Mutual Fund , 315000 , 13.3"
"Rajesh Khurana , DWOGF0901C , Ambala , Fixed Deposit , 225000 , 6.8"
"Nandini Kapoor , VWSTG0688N , Sonipat , Stocks , 610000 , 19.1"
"Harsh Vardhan , KUDBD2558W , Delhi , Mutual Fund , 410000 , 14.6"
"Megha Joshi , UJSLN8410E , Nagpur , Stocks , 560000 , 18.3"
"Rakesh Kumar , QSNFG5259Q , Patna , Fixed Deposit , 240000 , 6.5"
"Ananya Sen , OPEHH4192O , Kolkata , Mutual Fund , 520000 , 15"
"Nikhil Arora , IJILL4462X , Noida , Stocks , 630000 , 19.4"
"Shobha Nair , PMWJB5161H , Trivandrum , Bonds , 280000 , 7.7"
"Suresh Naik , STJBH6935V , Karwar , Mutual Fund , 295000 , 12.9"
"Kritika Jain , RQNCY6637U , Ajmer , Fixed Deposit , 210000 , 6.4"
"Rohit Saxena , SGJCL4010S , Mathura , Stocks , 480000 , 17.1"
"Rupal Mehta , QEQGE4833J , Mumbai , Mutual Fund , 750000 , 16.2"
"Vikram Chauhan , KJQJV7685E , Roorkee , Bonds , 330000 , 8.1"
"Anusha Pillai , KPJPQ6641R , Alappuzha , Mutual Fund , 365000 , 13.8"
"Deepak Bansal , GDABP9486I , Panipat , Stocks , 540000 , 18.7"
"Smita Kulkarni , LFPCH2965C , Kolhapur , Fixed Deposit , 195000 , 6.6"
"Ravi Prakash , SATTK8335I , Muzaffarpur , Mutual Fund , 260000 , 12.1"
"Neeraj Khanna , NBKGE0582E , Chandigarh , Stocks , 610000 , 19.6"
"Kavya Desai , WHDLJ5834E , Vapi , Bonds , 300000 , 7.9"
"Arvind Iyer , ISRPX5052D , Salem , Mutual Fund , 420000 , 14.4"
"Mohit Oberoi , NOBCG7622V , Gurgaon , Stocks , 680000 , 20.2"
"Neelam Sethi , IJTTX4808C , Rewari , Fixed Deposit , 180000 , 6.3"
"Sanjay Rana , HCCGZ0174P , Una , Mutual Fund , 235000 , 11.8"
"Ritika Bhatt , AWBFH0855D , Nainital , Stocks , 470000 , 17.5"
"Piyush Goyal , BADCM0193J , Hisar , Bonds , 260000 , 7.4"
"Aparna Mishra , KVBCX0303W , Gorakhpur , Mutual Fund , 310000 , 13.2"
"Kunal Verma , HNPFW2337S , Faridabad , Stocks , 590000 , 18.9"
"Sunil Pawar , WBXTW7604H , Sangli , Fixed Deposit , 205000 , 6.5"
"Rachna Gupta , CQNBT9019R , Aligarh , Mutual Fund , 275000 , 12.6"
"Akash Kulkarni , DQNPA7873J , Baramati , Stocks , 515000 , 17.8"
"Sonia Arora , LFCTN1446P , Ambala , Bonds , 340000 , 8"
"Pranav Kulkarni , NQTBK7795K , Satara , Mutual Fund , 360000 , 14.1"
"Gurpreet Singh , HVKAM7161C , Patiala , Stocks , 620000 , 19.1"
"Manoj Tyagi , PWZBS9387T , Baghpat , Fixed Deposit , 230000 , 6.7"
"Madhuri Deshpande , AGPCB3705U , Latur , Mutual Fund , 290000 , 12.9"
"Ayaan Khan , VANGI7545E , Bhopal , Stocks , 540000 , 18.4"
"Preeti Tomar , UTUHL1470G , Meerut , Bonds , 310000 , 7.6"
"Nilesh Patil , LPRLY2520G , Dhule , Mutual Fund , 335000 , 13.5"
"Saket Srivastava , CFUTL2818U , Sultanpur , Stocks , 480000 , 17.2"
"Renu Mathur , YEJAG9353Q , Ajmer , Fixed Deposit , 200000 , 6.4"
"Devendra Singh , SABJQ6895V , Alwar , Mutual Fund , 255000 , 11.9"
"Isha Malhotra , QEHPG3612A , Sonipat , Stocks , 610000 , 19.3"
"Haroon Ansari , LQQLI8065C , Rampur , Bonds , 270000 , 7.8"
"Tanuja Kulkarni , DKBFI9506L , Ichalkaranji , Mutual Fund , 345000 , 14"
"Rohit Choudhary , AFPLH2619Y , Bhiwani , Stocks , 560000 , 18.6"
"Sejal Shah , RABBV9445R , Navsari , Bonds , 320000 , 8.2"
"Pankaj Yadav , OQFLS1069B , Azamgarh , Mutual Fund , 295000 , 12.4"
"Nidhi Jain , ERIPC1171E , Sikar , Fixed Deposit , 215000 , 6.6"
"Amit Kulshreshtha , WSZFC4585W , Etawah , Stocks , 500000 , 17.9"
"Varsha Patil , QJGCN8376S , Jalna , Mutual Fund , 310000 , 13.3"
"Harsh Vardhan , JFYTV3906X , Delhi , Mutual Fund , 410000 , 14.6"
"Megha Joshi , EXCPB1503P , Nagpur , Stocks , 560000 , 18.3"
"Rakesh Kumar , RNMAZ4119E , Patna , Fixed Deposit , 240000 , 6.5"
"Ananya Sen , VZEJA4128C , Kolkata , Mutual Fund , 520000 , 15"
"Nikhil Arora , PMJAF1791G , Noida , Stocks , 630000 , 19.4"
"Shobha Nair , ZTVJH3846D , Trivandrum , Bonds , 280000 , 7.7"
"Suresh Naik , XQWCV6640R , Karwar , Mutual Fund , 295000 , 12.9"
"Kritika Jain , QTALO8193N , Ajmer , Fixed Deposit , 210000 , 6.4"
"Rohit Saxena , QCMAE4162S , Mathura , Stocks , 480000 , 17.1"
"Rupal Mehta , VQXHW9424D , Mumbai , Mutual Fund , 750000 , 16.2"
"Vikram Chauhan , LDXLY3218D , Roorkee , Bonds , 330000 , 8.1"
"Anusha Pillai , STKFM9546X , Alappuzha , Mutual Fund , 365000 , 13.8"
"Deepak Bansal , OCAAQ2373J , Panipat , Stocks , 540000 , 18.7"
"Smita Kulkarni , SDAFJ0216G , Kolhapur , Fixed Deposit , 195000 , 6.6"
"Ravi Prakash , ZTBBG8793C , Muzaffarpur , Mutual Fund , 260000 , 12.1"
"Neeraj Khanna , DMYAA7712H , Chandigarh , Stocks , 610000 , 19.6"
"Kavya Desai , BXOTB9065C , Vapi , Bonds , 300000 , 7.9"
"Arvind Iyer , ATCFS7216Z , Salem , Mutual Fund , 420000 , 14.4"
"Mohit Oberoi , PKSPX2121E , Gurgaon , Stocks , 680000 , 20.2"
"Neelam Sethi , PQOBH6080M , Rewari , Fixed Deposit , 180000 , 6.3"
"Sanjay Rana , QWFGZ8263J , Una , Mutual Fund , 235000 , 11.8"
"Ritika Bhatt , GYCAM2688Y , Nainital , Stocks , 470000 , 17.5"
"Piyush Goyal , MRQPN4761R , Hisar , Bonds , 260000 , 7.4"
"Aparna Mishra , ICOPU3841A , Gorakhpur , Mutual Fund , 310000 , 13.2"
"Kunal Verma , DQBCL0289G , Faridabad , Stocks , 590000 , 18.9"
"Sunil Pawar , YZOGW2698O , Sangli , Fixed Deposit , 205000 , 6.5"
"Rachna Gupta , EJTGX6465K , Aligarh , Mutual Fund , 275000 , 12.6"
"Akash Kulkarni , VYMFS8168S , Baramati , Stocks , 515000 , 17.8"
"Sonia Arora , RREJL5511U , Ambala , Bonds , 340000 , 8"
"Pranav Kulkarni , KFCLW8209G , Satara , Mutual Fund , 360000 , 14.1"
"Gurpreet Singh , WRLFH6815Z , Patiala , Stocks , 620000 , 19.1"
"Manoj Tyagi , WFIPV9794F , Baghpat , Fixed Deposit , 230000 , 6.7"
"Madhuri Deshpande , KVLLM0927J , Latur , Mutual Fund , 290000 , 12.9"
"Ayaan Khan , QADJE6541G , Bhopal , Stocks , 540000 , 18.4"
"Preeti Tomar , SMJJD5630Q , Meerut , Bonds , 310000 , 7.6"
"Nilesh Patil , FZXBJ3509M , Dhule , Mutual Fund , 335000 , 13.5"
"Saket Srivastava , CEHHH7251C , Sultanpur , Stocks , 480000 , 17.2"
"Renu Mathur , USVHA0531D , Ajmer , Fixed Deposit , 200000 , 6.4"
"Devendra Singh , QNITA7763J , Alwar , Mutual Fund , 255000 , 11.9"
"Isha Malhotra , JSUFG8494T , Sonipat , Stocks , 610000 , 19.3"
"Haroon Ansari , KTMGS9681M , Rampur , Bonds , 270000 , 7.8"
"Tanuja Kulkarni , AGYFX8318C , Ichalkaranji , Mutual Fund , 345000 , 14"
"Rohit Choudhary , BKIFI7856M , Bhiwani , Stocks , 560000 , 18.6"
"Sejal Shah , LJKJP1426G , Navsari , Bonds , 320000 , 8.2"
"Pankaj Yadav , WIIAG1306M , Azamgarh , Mutual Fund , 295000 , 12.4"
"Nidhi Jain , FTAFF1410H , Sikar , Fixed Deposit , 215000 , 6.6"
"Amit Kulshreshtha , MLHJL0801T , Etawah , Stocks , 500000 , 17.9"
"Varsha Patil , IZWJN4790G , Jalna , Mutual Fund , 310000 , 13.3"
"Akhil Menon , LMCFV9124L , Kottayam , Mutual Fund , 325000 , 13.7"
"Ritu Agarwal , CGNCE6395N , Agra , Stocks , 580000 , 18.8"
"Mahendra Singh , UPGFN0051Q , Aligarh , Fixed Deposit , 210000 , 6.6"
"Nandita Ghosh , TJLFE8977E , Howrah , Mutual Fund , 470000 , 14.9"
"Siddhant Batra , ONBLG7429N , Faridabad , Stocks , 640000 , 19.7"
"Lalita Iyer , WRRFO0180Z , Thanjavur , Bonds , 290000 , 7.8"
"Govind Joshi , ZXXAD8567C , Chittorgarh , Mutual Fund , 255000 , 12.3"
"Tanmay Jain , NFEPE0556G , Bhilwara , Fixed Deposit , 195000 , 6.4"
"Prashant Mishra , VZNHX5365A , Rewa , Stocks , 520000 , 17.6"
"Alka Mehta , DBUFV2863Y , Mumbai , Mutual Fund , 810000 , 16.5"
"Vineet Chauhan , FNCBC0619M , Saharanpur , Bonds , 350000 , 8.2"
"Jaspreet Kaur , AXLJJ3288Y , Patiala , Mutual Fund , 385000 , 14.1"
"Anil Bansal , FZLPP0200T , Kaithal , Stocks , 490000 , 18"
"Usha Kulkarni , XCRHT6696V , Sangli , Fixed Deposit , 205000 , 6.7"
"Rohit Verma , YMPFW7258Y , Hardoi , Mutual Fund , 275000 , 12.5"
"Nitin Chawla , RBNCX4507I , Panipat , Stocks , 610000 , 19.2"
"Rashida Sheikh , KNOHA9919I , Burhanpur , Bonds , 260000 , 7.5"
"Sanjay Iyer , CLLTQ4980E , Thiruvalla , Mutual Fund , 440000 , 14.8"
"Amit Rawat , QJDBV0941R , Dehradun , Stocks , 670000 , 20.4"
"Reena Goel , QQDAE1085O , Bahadurgarh , Fixed Deposit , 185000 , 6.3"
"Dinesh Tandon , WZHPZ1215Q , Shahjahanpur , Mutual Fund , 240000 , 11.9"
"Kavita Rana , AKPFY6753F , Solan , Stocks , 455000 , 17.3"
"Puneet Khanna , YXIFW0410F , Yamunanagar , Bonds , 310000 , 7.9"
"Rashmi Tripathi , KFWHJ2956W , Faizabad , Mutual Fund , 295000 , 13.1"
"Amit Saini , NTNLF1399K , Sonipat , Stocks , 565000 , 18.5"
"Rajeev Mehra , GHYGR5309S , Karnal , Fixed Deposit , 220000 , 6.8"
"Neetu Shukla , LBYGB9082K , Mirzapur , Mutual Fund , 260000 , 12.2"
"Karan Deshmukh , IKTBM8189A , Amravati , Stocks , 510000 , 17.9"
"Shazia Parveen , AHMFE5830H , Muzaffarnagar , Bonds , 330000 , 8.1"
"Rohit Kulkarni , JGEFF8687R , Satara , Mutual Fund , 350000 , 14"
"Baldev Singh , YEGGX3951H , Mansa , Stocks , 620000 , 19"
"Pradeep Tomar , DRFHF0441N , Hapur , Fixed Deposit , 235000 , 6.6"
"Sunita Patil , HZSLZ3728W , Osmanabad , Mutual Fund , 285000 , 12.8"
"Naveen Qureshi , PJITY4184C , Seelampur , Stocks , 540000 , 18.1"
"Manisha Joshi , SBQBW1145U , Bundi , Bonds , 295000 , 7.7"
"Sachin Jadhav , EAMJV3437B , Junnar , Mutual Fund , 335000 , 13.6"
"Rajiv Srivastava , PXZHV4166D , Ballia , Stocks , 480000 , 17.4"
"Poonam Malhotra , RSAHF3148G , Rohini , Fixed Deposit , 210000 , 6.5"
"Satyendra Yadav , XAIGP2349D , Deoria , Mutual Fund , 265000 , 12"
"Ishita Arora , KOAFW3060Z , Ambala , Stocks , 600000 , 19.1"
"Mustafa Khan , RIELK5103X , Seoni , Bonds , 275000 , 7.8"
"Aarti Kulkarni , DOZJY0863S , Wai , Mutual Fund , 345000 , 14.2"
"Gaurav Thakur , BFYCD2503L , Bilaspur , Stocks , 555000 , 18.6"
"Zeenat Ali , IARAF8353B , Barabanki , Bonds , 315000 , 8"
"Saurabh Dubey , WYHBQ2598T , Chandauli , Mutual Fund , 290000 , 12.7"
"Nisha Jain , UJGHQ6517S , Beawar , Fixed Deposit , 225000 , 6.7"
"Ajit Pawar , VABLN1082O , Baramati , Stocks , 505000 , 17.8"
"Kusum Deshpande , GIGJP3200L , Parbhani , Mutual Fund , 310000 , 13.4"
"Pooja Malhotra , YUGFJ2046V , Gurgaon , Bonds , 400000 , 7.5"
"Suresh Reddy , DDWCH0856B , Hyderabad , Mutual Fund , 275000 , 13.2"
"Kavita Joshi , NLXBC1905E , Jaipur , Fixed Deposit , 150000 , 6.4"
"Manish Arora , GFQJR7008X , Delhi , Stocks , 620000 , 19.3"
"Rina Kapoor , HAIBF2803J , Mumbai , Mutual Fund , 350000 , 12.9"
"Vikas Singh , PAOTD0722J , Patna , Bonds , 200000 , 7.1"
"Anjali Nair , YSNCH0058E , Kochi , Mutual Fund , 480000 , 14.6"
"Rahul Jain , KOAHM4127V , Indore , Stocks , 310000 , 17.4"
"Swati Bansal , AALAE0983J , Chandigarh , Fixed Deposit , 220000 , 6.6"
"Deepak Yadav , IDKAU8404X , Agra , Mutual Fund , 195000 , 11.8"
"Meenal Shah , RCPLI5103X , Ahmedabad , Stocks , 540000 , 18.7"
"Kunal Saxena , SJRGW6993R , Delhi , Bonds , 260000 , 7.9"
"Priya Kulkarni , JBBLZ1931E , Nagpur , Mutual Fund , 330000 , 13.5"
"Arjun Malhotra , FJECZ5248L , Gurgaon , Stocks , 710000 , 20.1"
"Nisha Pandey , AEZJI0104B , Varanasi , Fixed Deposit , 170000 , 6.3"
"Tarun Khanna , ROWTD0056J , Ludhiana , Mutual Fund , 290000 , 12.4"
"Isha Choudhary , YBVFO2576K , Udaipur , Stocks , 360000 , 17.8"
"Sanjay Patel , QUPFY1746K , Surat , Bonds , 410000 , 8.2"
"Ritika Sood , GTQFD6431B , Shimla , Mutual Fund , 210000 , 11.6"
"Vikas Singh , PAOTD0722J , Patna , Bonds , 200000 , 7.1"
"Anjali Nair , YSNCH0058E , Kochi , Mutual Fund , 480000 , 14.6"
"Rahul Jain , KOAHM4127V , Indore , Stocks , 310000 , 17.4"
"Swati Bansal , AALAE0983J , Chandigarh , Fixed Deposit , 220000 , 6.6"
"Deepak Yadav , IDKAU8404X , Agra , Mutual Fund , 195000 , 11.8"
"Meenal Shah , RCPLI5103X , Ahmedabad , Stocks , 540000 , 18.7"
"Kunal Saxena , SJRGW6993R , Delhi , Bonds , 260000 , 7.9"
"Priya Kulkarni , JBBLZ1931E , Nagpur , Mutual Fund , 330000 , 13.5"
"Arjun Malhotra , FJECZ5248L , Gurgaon , Stocks , 710000 , 20.1"
"Nisha Pandey , AEZJI0104B , Varanasi , Fixed Deposit , 170000 , 6.3"
"Tarun Khanna , ROWTD0056J , Ludhiana , Mutual Fund , 290000 , 12.4"
"Isha Choudhary , YBVFO2576K , Udaipur , Stocks , 360000 , 17.8"
"Sanjay Patel , QUPFY1746K , Surat , Bonds , 410000 , 8.2"
"Ritika Sood , GTQFD6431B , Shimla , Mutual Fund , 210000 , 11.6"
"Aditya Mishra , DRTFB7756K , Prayagraj , Stocks , 470000 , 18.9"
"Pallavi Deshmukh , XJELO0342F , Aurangabad , Fixed Deposit , 260000 , 6.9"
"Mohit Aggarwal , UHAHZ2587S , Delhi , Mutual Fund , 380000 , 13.8"
"Kiran Rao , GKUPF4474T , Bangalore , Stocks , 650000 , 19.6"
"Rashmi Goyal , WLQFI7038P , Bikaner , Bonds , 190000 , 7.3"
"Nitin Kulkarni , YRUHY0179Q , Pune , Mutual Fund , 420000 , 14"
"Simran Kaur , GAGAH3245V , Amritsar , Stocks , 340000 , 16.5"
"Ajay Chauhan , YKWJC5903I , Meerut , Fixed Deposit , 230000 , 6.7"
"Sonali Bose , DTMCS6680V , Kolkata , Mutual Fund , 510000 , 15.2"
"Abhishek Roy , DPABK1472L , Durgapur , Stocks , 290000 , 17.1"
"Ritu Sharma , ANVGQ8532K , Panipat , Bonds , 360000 , 8"
"Yogesh Patil , MXJTH3636M , Nashik , Mutual Fund , 310000 , 12.7"
"Shalini Mittal , CNGLA9287F , Faridabad , Stocks , 580000 , 18.4"
"Harish Pandya , OKKJN0258I , Rajkot , Bonds , 240000 , 7.6"
"Preeti Sinha , QILTZ8532O , Ranchi , Mutual Fund , 275000 , 13.1"
"Aakash Verma , JDAFT2161A , Kanpur , Stocks , 460000 , 17.9"
"Namrata Kulkarni , KHWLF7897I , Kolhapur , Fixed Deposit , 210000 , 6.5"
"Gaurav Saxena , AYOFH0376H , Bareilly , Mutual Fund , 390000 , 14.3"
"Shruti Tandon , WMGAR7012T , Dehradun , Stocks , 520000 , 18.8"
"Ramesh Pillai , QQFAX1977U , Trivandrum , Bonds , 300000 , 7.8"
"Payal Jain , UWLLT4061A , Ujjain , Mutual Fund , 265000 , 12.2"
"Ashwin Iyer , FXBJN0247N , Coimbatore , Stocks , 610000 , 19.9"
"Neetu Arora , SAMCR3642G , Delhi , Fixed Deposit , 180000 , 6.4"
"Varun Chawla , MLOBK0731T , Rohtak , Mutual Fund , 335000 , 13.6"
"Rajat Malhotra , SSHFH7836L , Delhi , Stocks , 720000 , 20.3"
"Seema Kulkarni , TGDGZ2038T , Pune , Mutual Fund , 360000 , 14.2"
"Naveen Chandra , PVDFE0951I , Chennai , Bonds , 410000 , 8.1"
"Bhavna Shah , KQRFG1545K , Ahmedabad , Mutual Fund , 295000 , 13.4"
"Siddharth Jain , YKZAB5013Z , Indore , Stocks , 540000 , 18.6"
"Anusha Rao , UHZGS9242U , Bangalore , Fixed Deposit , 250000 , 6.6"
"Prakash Mishra , NVSTJ3272O , Rewa , Mutual Fund , 310000 , 12.8"
"Renu Kapoor , DFFLO5270K , Noida , Stocks , 465000 , 17.5"
"Hemant Sood , OWOGB9261H , Solan , Bonds , 220000 , 7.4"
"Kriti Agarwal , FUAFH6837M , Jaipur , Mutual Fund , 385000 , 14.7"
"Vivek Tiwari , VISGD9140Y , Satna , Stocks , 495000 , 19.2"
"Sunita Menon , OLACF7728R , Kozhikode , Fixed Deposit , 200000 , 6.3"
"Alok Verma , NWIFJ1176T , Kanpur , Mutual Fund , 270000 , 12.1"
"Shreya Banerjee , OKEFL1710D , Kolkata , Stocks , 610000 , 18.9"
"Rohini Deshpande , WQKAY1139O , Nanded , Bonds , 330000 , 7.9"
"Pankaj Bhatia , YRJFW2879O , Faridabad , Mutual Fund , 415000 , 15.1"
"Divya Arora , JNAGH5698O , Ghaziabad , Stocks , 560000 , 17.8"
"Mahesh Patil , DEIGD3182O , Jalgaon , Fixed Deposit , 190000 , 6.4"
"Irfan Khan , WGUCE0485T , Bhopal , Mutual Fund , 305000 , 13"
"Neelam Joshi , TTALK7944X , Ajmer , Stocks , 480000 , 18.1"
"Sameer Qureshi , CQAHR7927I , Aligarh , Bonds , 260000 , 7.2"
"Priti Kulkarni , HVDFY0514H , Sangli , Mutual Fund , 340000 , 14.4"
"Amitabh Roy , FBSGM0739Q , Dhanbad , Stocks , 520000 , 19.5"
"Kanchan Mehta , TQHPO8546V , Vadodara , Fixed Deposit , 230000 , 6.7"
"Saurabh Gupta , KPLGX2291E , Meerut , Mutual Fund , 290000 , 12.6"
"Anil Namboodiri , GDIBP5279W , Palakkad , Stocks , 630000 , 20"
"Rashika Jain , NRYCQ6432P , Udaipur , Bonds , 350000 , 8.3"
"Lokesh Saini , HTHCS4756W , Alwar , Mutual Fund , 265000 , 11.9"
"Vandana Tripathi , QMCBE1005E , Pratapgarh , Fixed Deposit , 175000 , 6.2"
"Ketan Desai , UNPFQ7079J , Valsad , Stocks , 570000 , 18.7"
"Manju Rathi , ZCZCT0125P , Jodhpur , Mutual Fund , 325000 , 13.9"
"Yash Mehra , HBHFR8679R , Gurgaon , Stocks , 680000 , 19.8"
"Sarita Chawla , LFEPK0917Y , Panipat , Bonds , 240000 , 7.6"
"Ashok Pillai , RSFJI1636U , Kollam , Mutual Fund , 410000 , 14.8"
"Riya Sengupta , RCVBG4155T , Howrah , Stocks , 450000 , 17.2"
"Sanjeev Goyal , EJUJE7871C , Muzaffarnagar , Fixed Deposit , 260000 , 6.5"
"Anuradha Iyer , EUSBZ5085S , Madurai , Mutual Fund , 295000 , 12.3"
"Rahul Shetty , UGKPA0908W , Udupi , Stocks , 590000 , 18.5"
"Neha Bajaj , KPNFS1126R , Akola , Bonds , 310000 , 8"
"Rameshwar Yadav , YHPGK3190Y , Chhapra , Mutual Fund , 280000 , 11.7"
"Tanvi Kulkarni , YLCLU2197M , Satara , Fixed Deposit , 205000 , 6.6"
"Faizan Ali , VLYBE4157N , Moradabad , Stocks , 470000 , 17.6"
"Mehul Parekh , MRZFU0871K , Bhavnagar , Mutual Fund , 360000 , 14.5"
"Rekha Saxena , OSHGB2787Y , Etawah , Bonds , 255000 , 7.8"
"Ankit Solanki , INCFO7502J , Dewas , Stocks , 540000 , 18.2"
"Snehal Patil , IFXCY5212W , Washim , Mutual Fund , 315000 , 13.3"
"Rajesh Khurana , DWOGF0901C , Ambala , Fixed Deposit , 225000 , 6.8"
"Nandini Kapoor , VWSTG0688N , Sonipat , Stocks , 610000 , 19.1"
"Harsh Vardhan , KUDBD2558W , Delhi , Mutual Fund , 410000 , 14.6"
"Megha Joshi , UJSLN8410E , Nagpur , Stocks , 560000 , 18.3"
"Rakesh Kumar , QSNFG5259Q , Patna , Fixed Deposit , 240000 , 6.5"
"Ananya Sen , OPEHH4192O , Kolkata , Mutual Fund , 520000 , 15"
"Nikhil Arora , IJILL4462X , Noida , Stocks , 630000 , 19.4"
"Suresh Reddy , DDWCH0856B , Hyderabad , Mutual Fund , 275000 , 13.2"
"Kavita Joshi , NLXBC1905E , Jaipur , Fixed Deposit , 150000 , 6.4"
"Manish Arora , GFQJR7008X , Delhi , Stocks , 620000 , 19.3"
"Rina Kapoor , HAIBF2803J , Mumbai , Mutual Fund , 350000 , 12.9"
"Vikas Singh , PAOTD0722J , Patna , Bonds , 200000 , 7.1"
"Anjali Nair , YSNCH0058E , Kochi , Mutual Fund , 480000 , 14.6"
"Rahul Jain , KOAHM4127V , Indore , Stocks , 310000 , 17.4"
"Swati Bansal , AALAE0983J , Chandigarh , Fixed Deposit , 220000 , 6.6"
"Deepak Yadav , IDKAU8404X , Agra , Mutual Fund , 195000 , 11.8"
"Meenal Shah , RCPLI5103X , Ahmedabad , Stocks , 540000 , 18.7"
"Kunal Saxena , SJRGW6993R , Delhi , Bonds , 260000 , 7.9"
"Priya Kulkarni , JBBLZ1931E , Nagpur , Mutual Fund , 330000 , 13.5"
"Arjun Malhotra , FJECZ5248L , Gurgaon , Stocks , 710000 , 20.1"
"Nisha Pandey , AEZJI0104B , Varanasi , Fixed Deposit , 170000 , 6.3"
"Tarun Khanna , ROWTD0056J , Ludhiana , Mutual Fund , 290000 , 12.4"
"Isha Choudhary , YBVFO2576K , Udaipur , Stocks , 360000 , 17.8"
"Sanjay Patel , QUPFY1746K , Surat , Bonds , 410000 , 8.2"
"Ritika Sood , GTQFD6431B , Shimla , Mutual Fund , 210000 , 11.6"
"Aditya Mishra , DRTFB7756K , Prayagraj , Stocks , 470000 , 18.9"
"Pallavi Deshmukh , XJELO0342F , Aurangabad , Fixed Deposit , 260000 , 6.9"
"Mohit Aggarwal , UHAHZ2587S , Delhi , Mutual Fund , 380000 , 13.8"
"Kiran Rao , GKUPF4474T , Bangalore , Stocks , 650000 , 19.6"
"Rashmi Goyal , WLQFI7038P , Bikaner , Bonds , 190000 , 7.3"
"Nitin Kulkarni , YRUHY0179Q , Pune , Mutual Fund , 420000 , 14"
"Simran Kaur , GAGAH3245V , Amritsar , Stocks , 340000 , 16.5"
"Ajay Chauhan , YKWJC5903I , Meerut , Fixed Deposit , 230000 , 6.7"
"Sonali Bose , DTMCS6680V , Kolkata , Mutual Fund , 510000 , 15.2"
"Abhishek Roy , DPABK1472L , Durgapur , Stocks , 290000 , 17.1"
"Ritu Sharma , ANVGQ8532K , Panipat , Bonds , 360000 , 8"
"Yogesh Patil , MXJTH3636M , Nashik , Mutual Fund , 310000 , 12.7"
"Shalini Mittal , CNGLA9287F , Faridabad , Stocks , 580000 , 18.4"
"Harish Pandya , OKKJN0258I , Rajkot , Bonds , 240000 , 7.6"
"Preeti Sinha , QILTZ8532O , Ranchi , Mutual Fund , 275000 , 13.1"
"Aakash Verma , JDAFT2161A , Kanpur , Stocks , 460000 , 17.9"
"Namrata Kulkarni , KHWLF7897I , Kolhapur , Fixed Deposit , 210000 , 6.5"
"Gaurav Saxena , AYOFH0376H , Bareilly , Mutual Fund , 390000 , 14.3"
"Shruti Tandon , WMGAR7012T , Dehradun , Stocks , 520000 , 18.8"
"Ramesh Pillai , QQFAX1977U , Trivandrum , Bonds , 300000 , 7.8"
"Payal Jain , UWLLT4061A , Ujjain , Mutual Fund , 265000 , 12.2"
"Ashwin Iyer , FXBJN0247N , Coimbatore , Stocks , 610000 , 19.9"
"Neetu Arora , SAMCR3642G , Delhi , Fixed Deposit , 180000 , 6.4"
"Varun Chawla , MLOBK0731T , Rohtak , Mutual Fund , 335000 , 13.6"
"Rajat Malhotra , SSHFH7836L , Delhi , Stocks , 720000 , 20.3"
"Seema Kulkarni , TGDGZ2038T , Pune , Mutual Fund , 360000 , 14.2"
"Naveen Chandra , PVDFE0951I , Chennai , Bonds , 410000 , 8.1"
"Bhavna Shah , KQRFG1545K , Ahmedabad , Mutual Fund , 295000 , 13.4"
"Siddharth Jain , YKZAB5013Z , Indore , Stocks , 540000 , 18.6"
"Anusha Rao , UHZGS9242U , Bangalore , Fixed Deposit , 250000 , 6.6"
"Prakash Mishra , NVSTJ3272O , Rewa , Mutual Fund , 310000 , 12.8"
"Renu Kapoor , DFFLO5270K , Noida , Stocks , 465000 , 17.5"
"Hemant Sood , OWOGB9261H , Solan , Bonds , 220000 , 7.4"
"Kriti Agarwal , FUAFH6837M , Jaipur , Mutual Fund , 385000 , 14.7"
"Vivek Tiwari , VISGD9140Y , Satna , Stocks , 495000 , 19.2"
"Sunita Menon , OLACF7728R , Kozhikode , Fixed Deposit , 200000 , 6.3"
"Alok Verma , NWIFJ1176T , Kanpur , Mutual Fund , 270000 , 12.1"
"Shreya Banerjee , OKEFL1710D , Kolkata , Stocks , 610000 , 18.9"
"Rohini Deshpande , WQKAY1139O , Nanded , Bonds , 330000 , 7.9"
"Pankaj Bhatia , YRJFW2879O , Faridabad , Mutual Fund , 415000 , 15.1"
"Divya Arora , JNAGH5698O , Ghaziabad , Stocks , 560000 , 17.8"
"Mahesh Patil , DEIGD3182O , Jalgaon , Fixed Deposit , 190000 , 6.4"
"Irfan Khan , WGUCE0485T , Bhopal , Mutual Fund , 305000 , 13"
"Neelam Joshi , TTALK7944X , Ajmer , Stocks , 480000 , 18.1"
"Sameer Qureshi , CQAHR7927I , Aligarh , Bonds , 260000 , 7.2"
"Priti Kulkarni , HVDFY0514H , Sangli , Mutual Fund , 340000 , 14.4"
"Amitabh Roy , FBSGM0739Q , Dhanbad , Stocks , 520000 , 19.5"
"Kanchan Mehta , TQHPO8546V , Vadodara , Fixed Deposit , 230000 , 6.7"
"Saurabh Gupta , KPLGX2291E , Meerut , Mutual Fund , 290000 , 12.6"
